Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
HA,01-01-2017,0051,N360HA,HNL,10:00,10:07,690,674,7,10:20,13,0,0,0,0,0
HA,01-01-2018,0051,N382HA,HNL,10:00,10:25,690,668,25,10:47,22,0,0,0,0,0
HA,01-01-2019,0051,N391HA,HNL,10:00,10:06,685,640,6,10:21,15,0,0,0,0,0
HA,01-01-2020,0051,N393HA,HNL,10:00,09:54,685,638,-6,10:09,15,0,0,0,0,0
HA,01-01-2022,0051,N375HA,HNL,10:00,13:21,675,653,201,13:36,15,99,0,0,0,80
HA,01-02-2017,0051,N383HA,HNL,10:00,10:30,690,660,30,10:48,18,0,0,0,0,0
HA,01-02-2018,0051,N389HA,HNL,10:00,10:31,690,653,31,10:49,18,0,0,0,0,0
HA,01-02-2019,0051,N392HA,HNL,10:00,11:15,685,636,75,11:38,23,26,0,0,0,0
HA,01-02-2020,0051,N399HA,HNL,10:00,09:54,685,704,-6,10:15,21,0,0,0,0,0
HA,01-02-2021,0051,N390HA,HNL,10:00,09:57,680,661,-3,10:16,19,0,0,0,0,0
HA,01-02-2022,0051,N385HA,HNL,10:00,12:25,675,631,145,12:39,14,21,0,0,0,80
HA,01-03-2017,0051,N375HA,HNL,10:00,10:02,690,656,2,10:23,21,0,0,0,0,0
HA,01-03-2018,0051,N382HA,HNL,10:00,10:20,690,656,20,10:37,17,0,0,0,0,0
HA,01-03-2019,0051,N374HA,HNL,10:00,10:07,685,677,7,10:21,14,0,0,0,0,0
HA,01-03-2020,0051,N381HA,HNL,10:00,10:33,685,684,33,10:45,12,32,0,0,0,0
HA,01-03-2021,0051,N382HA,HNL,10:00,10:13,680,675,13,10:35,22,0,0,0,0,0
HA,01-03-2022,0051,N379HA,HNL,10:00,10:01,675,687,1,10:17,16,0,0,0,0,0
HA,01-04-2017,0051,N373HA,HNL,10:00,09:55,690,658,-5,10:16,21,0,0,0,0,0
HA,01-04-2018,0051,N391HA,HNL,10:00,14:20,690,0,1700,15:14,54,0,0,0,0,0
HA,01-04-2019,0051,N388HA,HNL,10:00,09:53,685,682,-7,10:21,28,0,0,0,0,0
HA,01-04-2020,0051,N386HA,HNL,10:00,09:54,685,693,-6,10:19,25,0,0,0,0,0
HA,01-04-2021,0051,N391HA,HNL,10:00,10:32,680,658,32,10:47,15,0,0,0,0,0
HA,01-04-2022,0051,N390HA,HNL,10:00,09:56,670,687,-4,10:14,18,0,0,0,0,0
HA,01-05-2017,0051,N370HA,HNL,10:00,09:58,690,686,-2,10:45,47,0,0,0,0,0
HA,01-05-2018,0051,N384HA,HNL,10:00,08:28,690,658,1348,08:53,25,1316,0,0,0,0
HA,01-05-2019,0051,N390HA,HNL,10:00,10:28,685,698,28,10:46,18,41,0,0,0,0
HA,01-05-2020,0051,N375HA,HNL,10:00,09:58,685,679,-2,10:18,20,0,0,0,0,0
HA,01-05-2022,0051,N399HA,HNL,10:00,10:00,670,668,0,10:13,13,0,0,0,0,0
HA,01-06-2017,0051,N382HA,HNL,10:00,10:21,690,701,21,11:05,44,11,21,0,0,0
HA,01-06-2018,0051,N396HA,HNL,10:00,12:36,690,637,156,12:58,22,103,0,0,0,0
HA,01-06-2019,0051,N378HA,HNL,10:00,09:54,685,714,-6,10:12,18,23,0,0,0,0
HA,01-06-2020,0051,N370HA,HNL,10:00,09:53,685,674,-7,10:23,30,0,0,0,0,0
HA,01-06-2022,0051,N395HA,HNL,10:00,12:19,670,669,139,12:40,21,78,0,0,0,60
HA,01-07-2017,0051,N381HA,HNL,10:00,10:27,690,734,27,11:35,68,44,27,0,0,0
HA,01-07-2018,0051,N384HA,HNL,10:00,12:03,690,664,123,12:24,21,97,0,0,0,0
HA,01-07-2019,0051,N393HA,HNL,10:00,09:51,685,685,-9,10:04,13,0,0,0,0,0
HA,01-07-2020,0051,N379HA,HNL,10:00,09:54,685,651,-6,10:12,18,0,0,0,0,0
HA,01-07-2021,0051,N391HA,HNL,10:00,09:52,680,661,-8,10:04,12,0,0,0,0,0
HA,01-07-2022,0051,N391HA,HNL,10:00,10:08,670,715,8,11:13,65,53,0,0,0,0
HA,01-08-2017,0051,N374HA,HNL,10:00,10:33,690,722,33,10:53,20,32,33,0,0,0
HA,01-08-2018,0051,N375HA,HNL,10:00,09:59,690,665,-1,10:12,13,0,0,0,0,0
HA,01-08-2019,0051,N391HA,HNL,10:00,09:59,685,664,-1,10:17,18,0,0,0,0,0
HA,01-08-2020,0051,N384HA,HNL,10:00,09:57,675,657,-3,10:12,15,0,0,0,0,0
HA,01-08-2022,0051,N390HA,HNL,10:00,11:16,670,672,76,11:36,20,78,0,0,0,0
HA,01-09-2017,0051,N391HA,HNL,10:00,09:52,690,727,-8,10:10,18,29,0,0,0,0
HA,01-09-2018,0051,N360HA,HNL,10:00,10:22,690,699,22,10:41,19,31,0,0,0,0
HA,01-09-2019,0051,N379HA,HNL,10:00,09:54,685,688,-6,10:11,17,0,0,0,0,0
HA,01-09-2020,0051,N374HA,HNL,10:00,09:52,675,643,-8,10:08,16,0,0,0,0,0
HA,01-09-2021,0051,N374HA,HNL,10:00,09:54,680,659,-6,10:10,16,0,0,0,0,0
HA,01-09-2022,0051,N399HA,HNL,10:00,01:09,670,691,909,01:32,23,930,0,0,0,0
HA,01-10-2017,0051,N382HA,HNL,10:00,09:57,690,697,-3,10:14,17,0,0,0,0,0
HA,01-10-2018,0051,N386HA,HNL,10:00,10:05,690,692,5,10:34,29,0,0,0,0,0
HA,01-10-2019,0051,N399HA,HNL,10:00,10:02,685,677,2,10:22,20,0,0,0,0,0
HA,01-10-2020,0051,N396HA,HNL,10:00,09:59,675,677,-1,10:13,14,0,0,0,0,0
HA,01-10-2022,0051,N396HA,HNL,10:00,10:21,670,678,21,10:39,18,29,0,0,0,0
HA,01-11-2017,0051,N378HA,HNL,10:00,10:00,690,658,0,10:12,12,0,0,0,0,0
HA,01-11-2018,0051,N382HA,HNL,10:00,09:59,690,675,-1,10:21,22,0,0,0,0,0
HA,01-11-2019,0051,N360HA,HNL,10:00,09:54,685,686,-6,10:28,34,0,0,0,0,0
HA,01-11-2020,0051,N381HA,HNL,10:00,09:57,675,670,-3,10:14,17,0,0,0,0,0
HA,01-11-2021,0051,N393HA,HNL,10:00,09:56,680,636,-4,10:14,18,0,0,0,0,0
HA,01-11-2022,0051,N385HA,HNL,10:00,09:59,670,690,-1,10:20,21,19,0,0,0,0
HA,01-12-2017,0051,N379HA,HNL,10:00,09:57,690,660,-3,10:10,13,0,0,0,0,0
HA,01-12-2018,0051,N391HA,HNL,10:00,10:02,690,705,2,11:02,60,17,0,0,0,0
HA,01-12-2019,0051,N374HA,HNL,10:00,09:54,685,662,-6,10:15,21,0,0,0,0,0
HA,01-12-2020,0051,N374HA,HNL,10:00,11:57,675,651,117,12:17,20,93,0,0,0,0
HA,01-12-2022,0051,N399HA,HNL,10:00,09:53,670,681,-7,10:07,14,0,0,0,0,0
HA,01/13/2017,0051,N380HA,HNL,10:00,10:46,690,696,46,11:03,17,52,0,0,0,0
HA,01/13/2018,0051,N375HA,HNL,10:00,09:57,690,677,-3,10:21,24,0,0,0,0,0
HA,01/13/2019,0051,N393HA,HNL,10:00,09:59,685,633,-1,10:27,28,0,0,0,0,0
HA,01/13/2020,0051,N396HA,HNL,10:00,09:58,675,679,-2,10:17,19,0,0,0,0,0
HA,01/13/2022,0051,N396HA,HNL,10:00,10:01,670,0,1,10:15,14,0,0,0,0,0
HA,01/14/2017,0051,N390HA,HNL,10:00,09:59,690,679,-1,10:16,17,0,0,0,0,0
HA,01/14/2018,0051,N375HA,HNL,10:00,10:29,690,679,29,10:48,19,18,0,0,0,0
HA,01/14/2019,0051,N374HA,HNL,10:00,09:55,685,644,-5,10:16,21,0,0,0,0,0
HA,01/14/2020,0051,N379HA,HNL,10:00,09:49,675,704,-11,10:09,20,18,0,0,0,0
HA,01/14/2021,0051,N391HA,HNL,10:00,09:53,680,656,-7,10:05,12,0,0,0,0,0
HA,01/14/2022,0051,N385HA,HNL,10:00,09:53,670,683,-7,10:07,14,0,0,0,0,0
HA,01/15/2017,0051,N375HA,HNL,10:00,09:53,690,663,-7,10:13,20,0,0,0,0,0
HA,01/15/2018,0051,N385HA,HNL,10:00,11:16,690,666,76,11:30,14,52,0,0,0,0
HA,01/15/2019,0051,N381HA,HNL,10:00,09:58,685,665,-2,10:12,14,0,0,0,0,0
HA,01/15/2020,0051,N374HA,HNL,10:00,09:57,675,704,-3,10:12,15,26,0,0,0,0
HA,01/15/2022,0051,N379HA,HNL,10:00,09:57,670,634,-3,10:14,17,0,0,0,0,0
HA,01/16/2017,0051,N370HA,HNL,10:00,09:50,690,636,-10,10:06,16,0,0,0,0,0
HA,01/16/2018,0051,N388HA,HNL,10:00,09:57,690,663,-3,10:17,20,0,0,0,0,0
HA,01/16/2019,0051,N388HA,HNL,10:00,10:05,685,705,5,10:23,18,25,0,0,0,0
HA,01/16/2020,0051,N396HA,HNL,10:00,09:53,675,716,-7,10:07,14,34,0,0,0,0
HA,01/16/2021,0051,N382HA,HNL,10:00,09:56,680,621,-4,10:11,15,0,0,0,0,0
HA,01/16/2022,0051,N390HA,HNL,10:00,09:57,670,661,-3,10:14,17,0,0,0,0,0
HA,01/17/2017,0051,N373HA,HNL,10:00,09:54,690,618,-6,10:09,15,0,0,0,0,0
HA,01/17/2018,0051,N370HA,HNL,10:00,10:31,690,673,31,11:20,49,0,0,0,0,0
HA,01/17/2019,0051,N380HA,HNL,10:00,09:53,685,694,-7,10:14,21,0,0,0,0,0
HA,01/17/2020,0051,N389HA,HNL,10:00,10:00,675,717,0,10:29,29,42,0,0,0,0
HA,01/17/2022,0051,N374HA,HNL,10:00,09:57,670,646,-3,10:09,12,0,0,0,0,0
HA,01/18/2017,0051,N393HA,HNL,10:00,09:55,690,635,-5,10:09,14,0,0,0,0,0
HA,01/18/2018,0051,N384HA,HNL,10:00,09:56,690,658,-4,10:25,29,0,0,0,0,0
HA,01/18/2019,0051,N381HA,HNL,10:00,11:10,685,734,70,11:47,37,119,0,0,0,0
HA,01/18/2020,0051,N381HA,HNL,10:00,10:02,675,701,2,10:30,28,28,0,0,0,0
HA,01/18/2021,0051,N391HA,HNL,10:00,09:50,680,647,-10,10:06,16,0,0,0,0,0
HA,01/18/2022,0051,N391HA,HNL,10:00,09:54,670,667,-6,10:13,19,0,0,0,0,0
HA,01/19/2017,0051,N391HA,HNL,10:00,09:56,690,651,-4,10:13,17,0,0,0,0,0
HA,01/19/2018,0051,N391HA,HNL,10:00,09:58,690,682,-2,10:16,18,0,0,0,0,0
HA,01/19/2019,0051,N386HA,HNL,10:00,10:02,685,704,2,10:20,18,21,0,0,0,0
HA,01/19/2020,0051,N375HA,HNL,10:00,09:57,675,688,-3,10:16,19,0,0,0,0,0
HA,01/19/2022,0051,N396HA,HNL,10:00,10:46,670,653,46,10:58,12,0,0,0,0,29
HA,01/20/2017,0051,N384HA,HNL,10:00,10:01,690,656,1,10:22,21,0,0,0,0,0
HA,01/20/2018,0051,N388HA,HNL,10:00,09:52,690,674,-8,10:09,17,0,0,0,0,0
HA,01/20/2019,0051,N375HA,HNL,10:00,16:57,685,697,417,17:42,45,429,0,0,0,0
HA,01/20/2020,0051,N399HA,HNL,10:00,09:55,675,640,-5,10:10,15,0,0,0,0,0
HA,01/20/2022,0051,N391HA,HNL,10:00,14:48,670,655,288,15:18,30,1,272,0,0,0
HA,01/21/2017,0051,N373HA,HNL,10:00,09:52,690,683,-8,10:06,14,0,0,0,0,0
HA,01/21/2018,0051,N386HA,HNL,10:00,10:00,690,667,0,10:14,14,0,0,0,0,0
HA,01/21/2019,0051,N386HA,HNL,10:00,09:59,685,703,-1,10:36,37,0,17,0,0,0
HA,01/21/2020,0051,N381HA,HNL,10:00,10:11,675,643,11,10:26,15,0,0,0,0,0
HA,01/21/2021,0051,N393HA,HNL,10:00,09:56,680,656,-4,10:10,14,0,0,0,0,0
HA,01/21/2022,0051,N390HA,HNL,10:00,10:41,670,650,41,10:58,17,21,0,0,0,0
HA,01/22/2017,0051,N378HA,HNL,10:00,09:50,690,643,-10,10:15,25,0,0,0,0,0
HA,01/22/2018,0051,N374HA,HNL,10:00,09:49,690,660,-11,10:05,16,0,0,0,0,0
HA,01/22/2019,0051,N381HA,HNL,10:00,10:00,685,671,0,10:16,16,0,0,0,0,0
HA,01/22/2020,0051,N383HA,HNL,10:00,09:52,675,657,-8,10:10,18,0,0,0,0,0
HA,01/22/2022,0051,N384HA,HNL,10:00,10:38,670,623,38,10:55,17,0,0,0,0,0
HA,01/23/2017,0051,N399HA,HNL,10:00,09:51,690,638,-9,10:24,33,0,0,0,0,0
HA,01/23/2018,0051,N388HA,HNL,10:00,09:56,690,698,-4,10:41,45,0,0,0,0,0
HA,01/23/2019,0051,N399HA,HNL,10:00,09:51,685,673,-9,10:04,13,0,0,0,0,0
HA,01/23/2020,0051,N389HA,HNL,10:00,09:56,675,660,-4,10:18,22,0,0,0,0,0
HA,01/23/2021,0051,N382HA,HNL,10:00,09:53,680,638,-7,10:09,16,0,0,0,0,0
HA,01/23/2022,0051,N395HA,HNL,10:00,09:58,670,627,-2,10:17,19,0,0,0,0,0
HA,01/24/2017,0051,N379HA,HNL,10:00,09:54,690,635,-6,10:18,24,0,0,0,0,0
HA,01/24/2018,0051,N360HA,HNL,10:00,10:50,690,677,50,11:04,14,37,0,0,0,0
HA,01/24/2019,0051,N396HA,HNL,10:00,10:09,685,669,9,10:54,45,0,0,0,0,0
HA,01/24/2020,0051,N379HA,HNL,10:00,09:52,675,654,-8,10:15,23,0,0,0,0,0
HA,01/24/2022,0051,N396HA,HNL,10:00,09:57,670,680,-3,10:34,37,0,0,0,0,0
HA,01/25/2017,0051,N390HA,HNL,10:00,09:54,690,643,-6,10:14,20,0,0,0,0,0
HA,01/25/2018,0051,N383HA,HNL,10:00,09:55,690,700,-5,10:18,23,0,0,0,0,0
HA,01/25/2019,0051,N381HA,HNL,10:00,14:46,685,646,286,15:09,23,0,0,0,0,247
HA,01/25/2020,0051,N380HA,HNL,10:00,09:51,675,694,-9,10:25,34,0,0,0,0,0
HA,01/25/2021,0051,N391HA,HNL,10:00,09:54,680,683,-6,10:16,22,0,0,0,0,0
HA,01/25/2022,0051,N384HA,HNL,10:00,09:59,670,647,-1,10:14,15,0,0,0,0,0
HA,01/26/2017,0051,N360HA,HNL,10:00,09:51,690,654,-9,10:19,28,0,0,0,0,0
HA,01/26/2018,0051,N375HA,HNL,10:00,09:53,690,701,-7,10:13,20,0,0,0,0,0
HA,01/26/2019,0051,N386HA,HNL,10:00,10:51,685,662,51,11:05,14,0,0,0,0,28
HA,01/26/2020,0051,N388HA,HNL,10:00,09:52,675,678,-8,10:10,18,0,0,0,0,0
HA,01/26/2022,0051,N391HA,HNL,10:00,09:59,670,640,-1,10:18,19,0,0,0,0,0
HA,01/27/2017,0051,N375HA,HNL,10:00,09:51,690,650,-9,10:10,19,0,0,0,0,0
HA,01/27/2018,0051,N396HA,HNL,10:00,09:57,690,708,-3,10:21,24,15,0,0,0,0
HA,01/27/2019,0051,N374HA,HNL,10:00,09:54,685,662,-6,10:08,14,0,0,0,0,0
HA,01/27/2020,0051,N396HA,HNL,10:00,09:53,675,663,-7,10:11,18,0,0,0,0,0
HA,01/27/2022,0051,N390HA,HNL,10:00,09:56,670,643,-4,10:14,18,0,0,0,0,0
HA,01/28/2017,0051,N373HA,HNL,10:00,09:48,690,669,-12,10:14,26,0,0,0,0,0
HA,01/28/2018,0051,N381HA,HNL,10:00,09:58,690,712,-2,10:22,24,20,0,0,0,0
HA,01/28/2019,0051,N396HA,HNL,10:00,11:33,685,627,93,11:50,17,35,0,0,0,0
HA,01/28/2020,0051,N389HA,HNL,10:00,09:48,675,630,-12,10:02,14,0,0,0,0,0
HA,01/28/2021,0051,N375HA,HNL,10:00,09:50,680,654,-10,10:08,18,0,0,0,0,0
HA,01/28/2022,0051,N385HA,HNL,10:00,09:59,670,687,-1,10:58,59,16,0,0,0,0
HA,01/29/2017,0051,N380HA,HNL,10:00,09:46,690,652,-14,09:58,12,0,0,0,0,0
HA,01/29/2018,0051,N379HA,HNL,10:00,09:49,690,670,-11,10:07,18,0,0,0,0,0
HA,01/29/2019,0051,N382HA,HNL,10:00,09:57,685,643,-3,10:20,23,0,0,0,0,0
HA,01/29/2020,0051,N388HA,HNL,10:00,09:52,675,652,-8,10:10,18,0,0,0,0,0
HA,01/29/2022,0051,,HNL,10:00,00:00,670,0,0,00:00,0,0,0,0,0,0
HA,01/30/2017,0051,N382HA,HNL,10:00,09:58,690,688,-2,10:15,17,0,0,0,0,0
HA,01/30/2018,0051,N386HA,HNL,10:00,10:01,690,696,1,10:54,53,0,0,0,0,0
HA,01/30/2019,0051,N395HA,HNL,10:00,09:53,685,627,-7,10:15,22,0,0,0,0,0
HA,01/30/2020,0051,N361HA,HNL,10:00,09:56,675,663,-4,10:19,23,0,0,0,0,0
HA,01/30/2021,0051,N393HA,HNL,10:00,09:55,680,663,-5,10:09,14,0,0,0,0,0
HA,01/30/2022,0051,,HNL,10:00,00:00,670,0,0,00:00,0,0,0,0,0,0
HA,01/31/2018,0051,N385HA,HNL,10:00,09:56,690,690,-4,10:16,20,0,0,0,0,0
HA,01/31/2019,0051,N395HA,HNL,10:00,11:11,685,652,71,11:31,20,38,0,0,0,0
HA,01/31/2020,0051,N391HA,HNL,10:00,09:51,675,665,-9,10:26,35,0,0,0,0,0
HA,01/31/2022,0051,N374HA,HNL,10:00,10:30,670,665,30,10:48,18,0,25,0,0,0
HA,02-01-2018,0051,N370HA,HNL,10:00,09:57,695,689,-3,10:19,22,0,0,0,0,0
HA,02-01-2019,0051,N391HA,HNL,10:00,09:53,690,661,-7,10:14,21,0,0,0,0,0
HA,02-01-2020,0051,N370HA,HNL,10:00,09:57,690,665,-3,10:17,20,0,0,0,0,0
HA,02-01-2021,0051,N375HA,HNL,10:00,15:17,680,685,1757,16:01,44,22,1740,0,0,0
HA,02-01-2022,0051,N396HA,HNL,10:00,10:00,670,645,0,10:18,18,0,0,0,0,0
HA,02-02-2017,0051,N390HA,HNL,10:00,09:46,695,705,-14,10:06,20,0,0,0,0,0
HA,02-02-2018,0051,N374HA,HNL,10:00,09:49,695,704,-11,10:28,39,0,0,0,0,0
HA,02-02-2019,0051,N373HA,HNL,10:00,09:58,690,638,-2,10:20,22,0,0,0,0,0
HA,02-02-2020,0051,N361HA,HNL,10:00,09:59,690,705,-1,10:22,23,0,0,0,0,0
HA,02-02-2022,0051,N391HA,HNL,10:00,09:57,670,658,-3,10:17,20,0,0,0,0,0
HA,02-03-2017,0051,N380HA,HNL,10:00,09:52,695,693,-8,10:13,21,0,0,0,0,0
HA,02-03-2018,0051,N375HA,HNL,10:00,09:56,695,672,-4,10:09,13,0,0,0,0,0
HA,02-03-2019,0051,N373HA,HNL,10:00,10:31,690,649,31,10:49,18,0,0,0,0,0
HA,02-03-2020,0051,N392HA,HNL,10:00,09:55,690,654,-5,10:18,23,0,0,0,0,0
HA,02-03-2022,0051,N393HA,HNL,10:00,09:53,670,661,-7,10:12,19,0,0,0,0,0
HA,02-04-2017,0051,N391HA,HNL,10:00,11:40,695,685,100,11:57,17,90,0,0,0,0
HA,02-04-2018,0051,N391HA,HNL,10:00,09:58,695,662,-2,10:15,17,0,0,0,0,0
HA,02-04-2019,0051,N399HA,HNL,10:00,10:00,690,661,0,10:24,24,0,0,0,0,0
HA,02-04-2020,0051,N383HA,HNL,10:00,09:52,690,652,-8,10:15,23,0,0,0,0,0
HA,02-04-2021,0051,N391HA,HNL,10:00,10:01,680,647,1,10:17,16,0,0,0,0,0
HA,02-04-2022,0051,N375HA,HNL,10:00,09:57,670,642,-3,10:20,23,0,0,0,0,0
HA,02-05-2017,0051,N375HA,HNL,10:00,09:54,695,737,-6,10:08,14,36,0,0,0,0
HA,02-05-2018,0051,N390HA,HNL,10:00,10:01,695,715,1,10:24,23,21,0,0,0,0
HA,02-05-2019,0051,N361HA,HNL,10:00,09:55,690,674,-5,10:12,17,0,0,0,0,0
HA,02-05-2020,0051,N391HA,HNL,10:00,09:53,690,642,-7,10:11,18,0,0,0,0,0
HA,02-05-2022,0051,N383HA,HNL,10:00,09:55,670,675,-5,10:32,37,0,0,0,0,0
HA,02-06-2017,0051,N382HA,HNL,10:00,09:52,695,724,-8,10:05,13,0,21,0,0,0
HA,02-06-2018,0051,N389HA,HNL,10:00,09:56,695,646,-4,10:11,15,0,0,0,0,0
HA,02-06-2019,0051,N370HA,HNL,10:00,09:58,690,683,-2,10:14,16,0,0,0,0,0
HA,02-06-2020,0051,N382HA,HNL,10:00,10:25,690,627,25,10:40,15,0,0,0,0,0
HA,02-06-2021,0051,N375HA,HNL,10:00,10:09,680,663,9,10:26,17,0,0,0,0,0
HA,02-06-2022,0051,N393HA,HNL,10:00,09:59,670,644,-1,10:14,15,0,0,0,0,0
HA,02-07-2018,0051,N360HA,HNL,10:00,10:37,695,696,37,11:18,41,1,37,0,0,0
HA,02-07-2019,0051,N390HA,HNL,10:00,09:56,690,683,-4,10:13,17,0,0,0,0,0
HA,02-07-2020,0051,N390HA,HNL,10:00,09:56,690,677,-4,10:47,51,0,0,0,0,0
HA,02-07-2022,0051,N383HA,HNL,10:00,10:32,670,661,32,10:49,17,23,0,0,0,0
HA,02-08-2018,0051,N393HA,HNL,10:00,09:56,695,665,-4,10:17,21,0,0,0,0,0
HA,02-08-2019,0051,N380HA,HNL,10:00,09:56,690,673,-4,10:10,14,0,0,0,0,0
HA,02-08-2020,0051,N381HA,HNL,10:00,10:17,690,672,17,10:32,15,0,0,0,0,0
HA,02-08-2021,0051,N375HA,HNL,10:00,09:56,680,794,-4,11:49,113,0,110,0,0,0
HA,02-08-2022,0051,N395HA,HNL,10:00,01:24,670,647,924,01:35,11,901,0,0,0,0
HA,02-09-2017,0051,,HNL,10:00,00:00,695,0,0,00:00,0,0,0,0,0,0
HA,02-09-2018,0051,N386HA,HNL,10:00,10:02,695,676,2,10:24,22,0,0,0,0,0
HA,02-09-2019,0051,N383HA,HNL,10:00,10:10,690,692,10,10:26,16,0,0,0,0,0
HA,02-09-2020,0051,N381HA,HNL,10:00,09:57,690,672,-3,10:12,15,0,0,0,0,0
HA,02-09-2022,0051,N375HA,HNL,10:00,09:57,670,639,-3,10:15,18,0,0,0,0,0
HA,02-10-2017,0051,N380HA,HNL,10:00,10:05,695,730,5,10:35,30,5,35,0,0,0
HA,02-10-2018,0051,N386HA,HNL,10:00,10:28,695,674,28,10:46,18,0,0,0,0,0
HA,02-10-2019,0051,N393HA,HNL,10:00,10:15,690,691,15,10:31,16,15,1,0,0,0
HA,02-10-2020,0051,N381HA,HNL,10:00,09:57,690,663,-3,10:16,19,0,0,0,0,0
HA,02-10-2022,0051,N385HA,HNL,10:00,09:54,670,636,-6,10:08,14,0,0,0,0,0
HA,02-11-2017,0051,N378HA,HNL,10:00,10:06,695,681,6,10:22,16,0,0,0,0,0
HA,02-11-2018,0051,N390HA,HNL,10:00,10:01,695,668,1,10:18,17,0,0,0,0,0
HA,02-11-2019,0051,N380HA,HNL,10:00,09:53,690,696,-7,10:06,13,0,0,0,0,0
HA,02-11-2020,0051,N383HA,HNL,10:00,09:55,690,670,-5,10:12,17,0,0,0,0,0
HA,02-11-2021,0051,N382HA,HNL,10:00,10:04,680,723,4,11:01,57,43,4,0,0,0
HA,02-11-2022,0051,N373HA,HNL,10:00,09:59,670,673,-1,10:26,27,0,0,0,0,0
HA,02-12-2017,0051,N393HA,HNL,10:00,00:55,695,660,895,01:20,25,0,860,0,0,0
HA,02-12-2018,0051,N380HA,HNL,10:00,09:52,695,670,-8,10:09,17,0,0,0,0,0
HA,02-12-2019,0051,N374HA,HNL,10:00,09:52,690,710,-8,10:50,58,0,0,0,0,0
HA,02-12-2020,0051,N379HA,HNL,10:00,09:56,690,666,-4,10:08,12,0,0,0,0,0
HA,02-12-2022,0051,N395HA,HNL,10:00,10:00,670,653,0,10:26,26,0,0,0,0,0
HA,02/13/2017,0051,N379HA,HNL,10:00,09:51,695,693,-9,10:33,42,0,0,0,0,0
HA,02/13/2018,0051,N361HA,HNL,10:00,09:55,695,691,-5,10:14,19,0,0,0,0,0
HA,02/13/2019,0051,N360HA,HNL,10:00,09:55,690,651,-5,10:14,19,0,0,0,0,0
HA,02/13/2020,0051,N399HA,HNL,10:00,09:48,690,610,-12,10:00,12,0,0,0,0,0
HA,02/13/2021,0051,N391HA,HNL,10:00,09:57,680,676,-3,10:14,17,0,0,0,0,0
HA,02/13/2022,0051,N384HA,HNL,10:00,10:51,670,676,51,11:36,45,57,0,0,0,0
HA,02/14/2018,0051,N399HA,HNL,10:00,09:58,695,684,-2,10:16,18,0,0,0,0,0
HA,02/14/2019,0051,N360HA,HNL,10:00,09:54,690,687,-6,10:13,19,0,0,0,0,0
HA,02/14/2020,0051,N381HA,HNL,10:00,10:01,690,640,1,10:26,25,0,0,0,0,0
HA,02/14/2022,0051,N391HA,HNL,10:00,09:59,670,634,-1,10:19,20,0,0,0,0,0
HA,02/15/2017,0051,N386HA,HNL,10:00,10:32,695,671,32,10:44,12,0,0,0,0,0
HA,02/15/2018,0051,N382HA,HNL,10:00,10:00,695,725,0,10:15,15,30,0,0,0,0
HA,02/15/2019,0051,N379HA,HNL,10:00,10:00,690,653,0,10:28,28,0,0,0,0,0
HA,02/15/2020,0051,N386HA,HNL,10:00,10:29,690,661,29,10:51,22,0,0,0,0,0
HA,02/15/2021,0051,N382HA,HNL,10:00,09:57,680,654,-3,10:14,17,0,0,0,0,0
HA,02/15/2022,0051,N373HA,HNL,10:00,09:57,670,666,-3,10:13,16,0,0,0,0,0
HA,02/16/2017,0051,N360HA,HNL,10:00,10:00,695,676,0,10:36,36,0,0,0,0,0
HA,02/16/2018,0051,N388HA,HNL,10:00,10:03,695,739,3,10:47,44,44,0,3,0,0
HA,02/16/2019,0051,N381HA,HNL,10:00,09:55,690,652,-5,10:08,13,0,0,0,0,0
HA,02/16/2020,0051,N392HA,HNL,10:00,09:56,690,640,-4,10:13,17,0,0,0,0,0
HA,02/16/2022,0051,N383HA,HNL,10:00,09:59,670,679,-1,10:18,19,0,0,0,0,0
HA,02/17/2017,0051,N379HA,HNL,10:00,09:50,695,667,-10,10:17,27,0,0,0,0,0
HA,02/17/2018,0051,N390HA,HNL,10:00,10:04,695,701,4,10:25,21,0,0,0,0,0
HA,02/17/2019,0051,N375HA,HNL,10:00,10:00,690,665,0,10:20,20,0,0,0,0,0
HA,02/17/2020,0051,N374HA,HNL,10:00,09:55,690,682,-5,10:14,19,0,0,0,0,0
HA,02/17/2022,0051,N382HA,HNL,10:00,09:58,670,661,-2,10:12,14,0,0,0,0,0
HA,02/18/2017,0051,N375HA,HNL,10:00,10:00,695,661,0,10:18,18,0,0,0,0,0
HA,02/18/2018,0051,N370HA,HNL,10:00,09:58,695,728,-2,10:24,26,31,0,0,0,0
HA,02/18/2019,0051,N375HA,HNL,10:00,09:59,690,676,-1,10:14,15,0,0,0,0,0
HA,02/18/2020,0051,N370HA,HNL,10:00,10:03,690,694,3,10:30,27,0,0,0,0,0
HA,02/18/2021,0051,N393HA,HNL,10:00,09:55,680,712,-5,10:54,59,27,0,0,0,0
HA,02/18/2022,0051,N393HA,HNL,10:00,09:58,670,698,-2,10:27,29,26,0,0,0,0
